Object,Sequence,Container capacity [mL],Container mass [g],Filling type,Filling level [%],Filling mass [g]
10,0000,,,,,
10,0001,,,,,
10,0002,,,,,
10,0003,,,,,
10,0004,,,,,
10,0005,,,,,
10,0006,,,,,
10,0007,,,,,
10,0008,,,,,
10,0009,,,,,
10,0010,,,,,
10,0011,,,,,
10,0012,,,,,
10,0013,,,,,
10,0014,,,,,
10,0015,,,,,
10,0016,,,,,
10,0017,,,,,
10,0018,,,,,
10,0019,,,,,
10,0020,,,,,
10,0021,,,,,
10,0022,,,,,
10,0023,,,,,
10,0024,,,,,
10,0025,,,,,
10,0026,,,,,
10,0027,,,,,
10,0028,,,,,
10,0029,,,,,
10,0030,,,,,
10,0031,,,,,
10,0032,,,,,
10,0033,,,,,
10,0034,,,,,
10,0035,,,,,
10,0036,,,,,
10,0037,,,,,
10,0038,,,,,
10,0039,,,,,
10,0040,,,,,
10,0041,,,,,
10,0042,,,,,
10,0043,,,,,
10,0044,,,,,
10,0045,,,,,
10,0046,,,,,
10,0047,,,,,
10,0048,,,,,
10,0049,,,,,
10,0050,,,,,
10,0051,,,,,
10,0052,,,,,
10,0053,,,,,
10,0054,,,,,
10,0055,,,,,
10,0056,,,,,
10,0057,,,,,
10,0058,,,,,
10,0059,,,,,
10,0060,,,,,
10,0061,,,,,
10,0062,,,,,
10,0063,,,,,
10,0064,,,,,
10,0065,,,,,
10,0066,,,,,
10,0067,,,,,
10,0068,,,,,
10,0069,,,,,
10,0070,,,,,
10,0071,,,,,
10,0072,,,,,
10,0073,,,,,
10,0074,,,,,
10,0075,,,,,
10,0076,,,,,
10,0077,,,,,
10,0078,,,,,
10,0079,,,,,
10,0080,,,,,
10,0081,,,,,
10,0082,,,,,
10,0083,,,,,
11,0000,,,,,
11,0001,,,,,
11,0002,,,,,
11,0003,,,,,
11,0004,,,,,
11,0005,,,,,
11,0006,,,,,
11,0007,,,,,
11,0008,,,,,
11,0009,,,,,
11,0010,,,,,
11,0011,,,,,
11,0012,,,,,
11,0013,,,,,
11,0014,,,,,
11,0015,,,,,
11,0016,,,,,
11,0017,,,,,
11,0018,,,,,
11,0019,,,,,
11,0020,,,,,
11,0021,,,,,
11,0022,,,,,
11,0023,,,,,
11,0024,,,,,
11,0025,,,,,
11,0026,,,,,
11,0027,,,,,
11,0028,,,,,
11,0029,,,,,
11,0030,,,,,
11,0031,,,,,
11,0032,,,,,
11,0033,,,,,
11,0034,,,,,
11,0035,,,,,
11,0036,,,,,
11,0037,,,,,
11,0038,,,,,
11,0039,,,,,
11,0040,,,,,
11,0041,,,,,
11,0042,,,,,
11,0043,,,,,
11,0044,,,,,
11,0045,,,,,
11,0046,,,,,
11,0047,,,,,
11,0048,,,,,
11,0049,,,,,
11,0050,,,,,
11,0051,,,,,
11,0052,,,,,
11,0053,,,,,
11,0054,,,,,
11,0055,,,,,
11,0056,,,,,
11,0057,,,,,
11,0058,,,,,
11,0059,,,,,
11,0060,,,,,
11,0061,,,,,
11,0062,,,,,
11,0063,,,,,
11,0064,,,,,
11,0065,,,,,
11,0066,,,,,
11,0067,,,,,
11,0068,,,,,
11,0069,,,,,
11,0070,,,,,
11,0071,,,,,
11,0072,,,,,
11,0073,,,,,
11,0074,,,,,
11,0075,,,,,
11,0076,,,,,
11,0077,,,,,
11,0078,,,,,
11,0079,,,,,
11,0080,,,,,
11,0081,,,,,
11,0082,,,,,
11,0083,,,,,
12,0000,,,,,
12,0001,,,,,
12,0002,,,,,
12,0003,,,,,
12,0004,,,,,
12,0005,,,,,
12,0006,,,,,
12,0007,,,,,
12,0008,,,,,
12,0009,,,,,
12,0010,,,,,
12,0011,,,,,
12,0012,,,,,
12,0013,,,,,
12,0014,,,,,
12,0015,,,,,
12,0016,,,,,
12,0017,,,,,
12,0018,,,,,
12,0019,,,,,
12,0020,,,,,
12,0021,,,,,
12,0022,,,,,
12,0023,,,,,
12,0024,,,,,
12,0025,,,,,
12,0026,,,,,
12,0027,,,,,
12,0028,,,,,
12,0029,,,,,
12,0030,,,,,
12,0031,,,,,
12,0032,,,,,
12,0033,,,,,
12,0034,,,,,
12,0035,,,,,
12,0036,,,,,
12,0037,,,,,
12,0038,,,,,
12,0039,,,,,
12,0040,,,,,
12,0041,,,,,
12,0042,,,,,
12,0043,,,,,
12,0044,,,,,
12,0045,,,,,
12,0046,,,,,
12,0047,,,,,
12,0048,,,,,
12,0049,,,,,
12,0050,,,,,
12,0051,,,,,
12,0052,,,,,
12,0053,,,,,
12,0054,,,,,
12,0055,,,,,
12,0056,,,,,
12,0057,,,,,
12,0058,,,,,
12,0059,,,,,
